id,name,type,club,youth,debut,nation,peakvalue
sge35,Tuta,1,sge,saop,sge,,E
sge36,Ansgar Knauff,1,sge,bvbj,bvb,,D
sge40,Diant Ramaj,1,sge,heid,heid,,A
sge5,Hrvoje Smolcic,1,sge,rij,rij,,B
sge6,Kristijan Jakic,1,sge,spli,spli,,D
sge8,Djibril Sow,1,sge,fcz,bmg,,G
sge9,Randal Kolo Muani,1,sge,nan,nan,,I
sgej,Frankfurt Jugend,2,,,,GER,
shak,Shakhtar Donezk,2,,,,UKR,
shb,Shonan Bellmare,2,,,,JAP,
silk,Silkeborg IF,2,,,,SWE,
slpr,Slavia Prag,2,,,,CZE,
smy,Apollon Smyrnis,2,,,,GRE,
soc,FC Sochaux,2,,,,FRA,
spli,RNK Split,2,,,,CRO,
spo,Sporting Lissabon,2,,,,POR,
spra,Sparta Prag,2,,,,CZE,
stab,Stabaek IF,2,,,,DEN,
stk,SV Stuttgarter Kickers,2,,,,GER,
stl,Stade Laval,2,,,,FRA,
stp,FC St Pauli,2,,,,GER,
stpo,FC St Polten,2,,,,AUT,
stra,Racing Strassbourg,2,,,,FRA,
suco,Supreme Court FC,2,,,,NIG,
sun,GIF Sundsvall,2,,,,SWE,
svka,SV Kapfenberg,2,,,,AUT,
svw,Werder Bremen,2,,,,GER,
svw1,Jiri Pavlenka,1,svw,ostr,,,E
svw10,Leonardo Bittencourt,1,svw,cott,,,C
svw11,Niclas Fuellkrug,1,svw,svwj,,,E
svw13,Milos Veljkovic,1,svw,tot,,,E
svw17,Maximilian Philipp,1,svw,scf,,,F
svw19,Dikeni Salifou,1,svw,fcaj,,,A
svw20,Romano Schmid,1,svw,graz,,,B
svw21,Eren Dinkci,1,svw,svwj,,,A
svw22,Niklas Schmidt,1,svw,svwj,,,A
svw26,Lee Buchanan,1,svw,der,,,B
svw27,Felix Agu,1,svw,osna,,,A
svw28,Ilia Gruev,1,svw,svwj,,,B
svw3,Anthony Jung,1,svw,sgej,,,A
svw30,Michael Zetterer,1,svw,uha,,,A
svw32,Marco Friedl,1,svw,fcbj,,,C
svw34,Jean Manuel Mbom,1,svw,svwj,,,B
svw36,Christian Gross,1,svw,hsv,,,A
svw39,Fabio Chiarodia,1,svw,svwj,,,A
svw4,Niklas Stark,1,svw,fcn,,,F
svw5,Amos Pieper,1,svw,bvbj,,,C
svw6,Jens Stage,1,svw,brab,,,B
svw7,Marvin Ducksch,1,svw,bvbj,,,B
svw8,Mitchell Weiser,1,svw,koej,,,E
svwj,SV Werder Bremen Jugend,2,,,,GER,
tor,Torpedo Moskau,2,,,,RUS,
tot,Tottenham Hotspur,2,,,,ENG,
tou,FC Toulouse,2,,,,FRA,
tps,Turun Palloseura,2,,,,FIN,
tsg,TSG Hoffenheim,2,,,,GER,
tsg1,Oliver Baumann,1,tsg,scfj,scf,,D
tsg10,Munas Dabbour,1,tsg,macc,naz,,E
tsg11,Angelino,1,tsg,manc,nyfc,,I
tsg13,Angelo Stiller,1,tsg,fcbj,tsg,,C
tsg14,Christoph Baumgartner,1,tsg,tsgj,tsg,,G
tsg16,Sebastian Rudy,1,tsg,vfbj,vfb,,E
tsg17,Thomas Delaney,1,tsg,kop,kop,,H
tsg19,Kasper Dolberg,1,tsg,aja,aja,,G
tsg20,Finn Ole Becker,1,tsg,stp,stp,,A
tsg22,Kevin Vogt,1,tsg,bocj,boc,,F
tsg23,John Anthony Brooks,1,tsg,bscj,bsc,,E
tsg25,Kevin Akpoguma,1,tsg,ksc,ksc,,E
tsg26,Eduardo Quaresma,1,tsg,spo,spo,,C
tsg27,Andrej Kramaric,1,tsg,zag,zag,,I
tsg29,Robert Skov,1,tsg,silk,silk,,E
tsg3,Pavel Kaderabek,1,tsg,spra,spra,,F
tsg34,Stanley Nsoki,1,tsg,psg,psg,,E
tsg35,Muhammed Damar,1,tsg,sgej,tsg,,A
tsg39,Tom Bischof,1,tsg,tsgj,tsg,,A
tsg4,Ermin Bicakcic,1,tsg,vfbj,vfb,,B
tsg40,Umut Tohumcu,1,tsg,tsgj,tsg,,A
tsg44,Fisnik Asllani,1,tsg,fcuj,tsg,,A
tsg5,Ozan Kabak,1,tsg,gala,gala,,I
tsg6,Grischa Proemel,1,tsg,tsgj,ksc,,C
tsg7,Jacob Bruun Larsen,1,tsg,bvbj,bvb,,F
tsg8,Dennis Geiger,1,tsg,tsgj,tsg,,E
tsg9,Ihlas Bebou,1,tsg,for,for,,F
tsgj,TSG Hoffenheim Jugend,2,,,,GER,
twen,Twente Enschede,2,,,,NED,
twl,TWL Elektra,2,,,,POL,
uha,SpVgg Unterhaching,2,,,,GER,
ura,Urawa Reds,2,,,,JAP,
vafc,Valenciennes FC,2,,,,FRA,
vanw,Vancouver Whitecaps,2,,,,CAN,
vfb,VfB Stuttgart,2,,,,GER,
vfb1,Florian Mueller,1,vfb,fsvj,fsv,,D
vfb10,Tiago Tomas,1,vfb,spo,spo,,C
vfb11,Juan Jose Perea,1,vfb,prt,pan,,A
vfb14,Silas Katompa Mvumpa,1,vfb,pfc,pfc,,G
vfb15,Pascal Stenzel,1,vfb,bvbj,scf,,C
vfb16,Atakan Karazor,1,vfb,bocj,hol,,B
vfb17,Genki Haraguchi,1,vfb,ura,ura,,B
vfb2,Waldemar Anton,1,vfb,han,han,,E
vfb20,Luca Pfeiffer,1,vfb,stk,osna,,B
vfb21,Hiroki Ito,1,vfb,iwa,iwa,,C
vfb22,Chris Fuehrich,1,vfb,rwo,koe,,B
vfb23,Dan Axel Zagadou,1,vfb,psg,bvb,,I
vfb24,Borna Sosa,1,vfb,zag,zag,,G
vfb25,Lilian Egloff,1,vfb,vfbj,vfb,,A
vfb27,Alou Kuol,1,vfb,cco,cco,,A
vfb28,Nikolas Nartey,1,vfb,kop,koe,,A
vfb3,Wataru Endo,1,vfb,shb,shb,,D
vfb31,Gil Dias,1,vfb,asm,asm,,B
vfb33,Fabian Bredlow,1,vfb,rblj,hfc,,A
vfb34,Omer Beyaz,1,vfb,fen,fen,,A
vfb36,Laurin Ulrich,1,vfb,vfbj,vfb,,A
vfb37,Antonis Aidonis,1,vfb,vfbj,vfb,,A
vfb39,Thomas Kastanaras,1,vfb,vfbj,vfb,,A
vfb4,Josha Vagnoman,1,vfb,hsv,hsv,,B
vfb5,Konstantinos Mavropanos,1,vfb,smy,pasg,,F
vfb7,Tanguy Coulibaly,1,vfb,psg,vfb,,C
vfb8,Enzo Millot,1,vfb,asm,asm,,A
vfb9,Serhou Guirassy,1,vfb,stl,stl,,E
vfbj,VfB Stuttgart Jugend,2,,,,GER,
vfra,VfR Aalen,2,,,,GER,
vik,Viking FK,2,,,,NOR,
vol,FC Volendaam,2,,,,NED,
wad,Wadi Degla,2,,,,POL,
whu,West Ham United,2,,,,ENG,
wob,VfL Wolfsburg,2,,,,GER,
wob1,Koen Casteels,1,wob,krc,krc,,E
wob10,Lukas Nmecha,1,wob,manc,pne,,F
wob12,Pavao Pervan,1,wob,twl,lust,,A
wob16,Jakub Kaminski,1,wob,lech,lech,,D
wob2,Kilian Fischer,1,wob,mu60,turk,,A
wob20,Ridle Baku,1,wob,fsvj,fsv,,G
wob22,Felix Nmecha,1,wob,manc,wob,,B
wob23,Jonas Wind,1,wob,kop,kop,,E
wob27,Maximilian Arnold,1,wob,wobj,wob,,F
wob29,Joshua Guilavogui,1,wob,asse,asse,,E
wob3,Sebastiaan Bornauw,1,wob,and,and,,E
wob31,Yannik Gerhardt,1,wob,koej,koe,,E
wob32,Mattias Svanberg,1,wob,maff,maff,,E
wob33,Omar Marmoush,1,wob,wad,wad,,C
wob38,Bartol Franjic,1,wob,zag,zag,,C
wob39,Patrick Wimmer,1,wob,awie,awie,,D
wob4,Maxence Lacroix,1,wob,soc,soc,,H
wob40,Kevin Paredes,1,wob,dcu,dcu,,B
wob5,Micky van de Veen,1,wob,vol,vol,,D
wob6,Paulo Otavio,1,wob,atpr,pay,,D
wob7,Luca Waldschmidt,1,wob,sgej,sge,,G
wobj,VfL Wolfsburg Jugend,2,,,,GER,
ybb,Young Boys Bern,2,,,,SUI,
yok,Yokkaichi Highschool,2,,,,JAP,
zag,Dinamo Zagreb,2,,,,CRO,
zapr,Inter Zapresic,2,,,,CRO,
zaw,Zawisza Bydgoszcz,2,,,,POL,
zwo,PEC Zwolle,2,,,,NED,
sag,Sagan Tosu,2,,,,JAP,
roy,Royal Antwerpen,2,,,,BEL,
turk,Turkgucu Muenchen,2,,,,GER,
pay,Paysandu FC,2,,,,BRA,
pne,Preston North End,2,,,,ENG,
vit,Vitesse Arnheim,2,,,,NED,
fcv,FC Voluntari,2,,,,ROM,
hull,Hull City FC,2,,,,ENG,
dre,Dynamo Dresden,2,,,,GER,
svww,Wehen Wiesbaden,2,,,,GER,
hif,Hammarby IF,2,,,,SWE,
kaz,Rubin Kazan,2,,,,RUS,
gui,Vittoria Guimaraes,2,,,,POR,
crot,FC Crotone,2,,,,ITA,
cel,Celtic Glasgow,2,,,,SCO,
scp,SC Paderborn,2,,,,GER,
hol,Holstein Kiel,2,,,,GER,
rot,Sparta Rotterdam,2,,,,NED,
naz,Maccabi Ahi Nazareth,2,,,,ISR,
gomb,Gombe United,2,,,,NIG,
wig,Wigry Suwalki,2,,,,POL,
ala,Deportivo Alaves,2,,,,ESP,
cerc,Cercle Bruegge,2,,,,BEL,
pasg,PAS Giannina,2,,,,GRE,
pan,Panathinaikos Athen,2,,,,GRE,
hfc,Hallescher FC,2,,,,GER,
wis,Wisla Plock,2,,,,POL,
fcc,FC Cannes,2,,,,FRA,
svs,SV Sandhausen,2,,,,GER,
sanf,Sanfrecce Hiroshima,2,,,,JAP,
bolt,Bolton Wanderers,2,,,,ENG,
apo,Apollon Pontou,2,,,,GRE,
gran,FC Granada,2,,,,ESP,
raja,Raja Casablanca,2,,,,MAR,
kiel,Korona Kielce,2,,,,POL,
fcm,FC Magdeburg,2,,,,GER,
lau,FC Lausanne,2,,,,SUI,
tep,FK Teplice,2,,,,CZE,
psv,PSV Eindhoven,2,,,,NED,
jeon,Jeonbuk Hyundai Motors FC,2,,,,KOR,
adm,Admira Wacker Moedling,2,,,,AUT,
fsvf,FSV Frankfurt,2,,,,GER,
bie,Arminia Bielefeld,2,,,,GER,
